Days Old,Inf,Name,Position,Nat,Age,Club,Ability,Potential,Transfer Value,Wage,Min AP,Min Fee Rls,Min Fee Rls to Foreign Clubs,Personality,Media Handling,Media Description,Expires,Left Foot,Right Foot,Av Rat,Apps,1v1,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Cnt,Cmp,Cro,Dec,Det,Dri,Fin,Fir,Fla,Han,Hea,Jum,Kic,Ldr,Lon,Mar,OtB,Pac,Pas,Pos,Ref,Sta,Str,Tck,Tea,Tec,Thr,TRO,Vis,Wor,UID,Cor,Height
-,Wnt,Mohamed El Arouch,"DM, M/AM (C)",FRA,19,OL,Unknown,Unknown,€2.6M - €7.8M,"€27,000 p/m",-,-,-,Balanced,Media-friendly,Midfielder,30/6/2025,Reasonable,Very Strong,-,-,3,10,2,12,12,11,10,13,2,9,14,12,12,13,11,9,13,12,3,6,5,1,11,10,10,12,10,14,11,3,11,9,10,13,15,3,3,14,15,2000011404,12,166 cm
-,Inj,Dejan Lovren,D (C),CRO,33,OL,Unknown,Unknown,Not for Sale,"€399,000 p/m",-,-,-,Fairly Determined,Level-headed,Experienced centre-back,30/6/2025,Reasonable,Very Strong,-,-,1,12,2,14,11,15,14,15,2,11,13,7,12,15,9,8,12,9,1,15,15,1,14,7,14,9,12,14,15,2,13,14,14,13,13,1,2,10,12,24000971,7,188 cm
-,Yth,Yann Llahona,GK,FRA,16,OL,Unknown,Unknown,€120K - €350K,€300 p/m,-,-,-,Balanced,Level-headed,Young goalkeeper,30/6/2026,Weak,Very Strong,-,-,9,12,9,5,12,10,2,15,8,5,2,2,13,11,2,1,1,3,11,1,8,7,1,3,3,2,11,9,10,9,3,5,2,6,2,6,8,2,5,2000303765,6,180 cm
-,,Helder Oliveira Da Silva,D/WB (L),FRA,16,OL,Unknown,Unknown,€55K - €170K,"€2,800 p/m",-,-,-,Driven,Level-headed,Young full-back,30/6/2024,Very Strong,Weak,-,-,1,14,4,12,12,5,8,9,1,6,8,12,13,18,6,3,11,7,2,8,7,2,10,3,9,7,13,9,6,3,8,7,10,8,9,2,3,8,8,2000288935,6,180 cm
-,,Alexandre Lacazette,ST (C),FRA,32,OL,Unknown,Unknown,Not for Sale,"€449,000 p/m",-,-,-,Fairly Loyal,Level-headed,Experienced striker,30/6/2025,Reasonable,Very Strong,-,-,1,13,2,10,14,15,15,14,3,14,14,11,14,12,14,15,15,14,1,13,10,1,15,12,5,16,13,12,7,2,13,12,5,15,15,3,3,12,14,34011687,5,175 cm
-,Yth,Nourdinne El Azzouzi,ST (C),FRA,16,OL,Unknown,Unknown,€190K - €550K,€300 p/m,-,-,-,Balanced,Media-friendly,Young striker,30/6/2026,Weak,Very Strong,-,-,4,13,3,13,12,6,7,8,3,6,11,3,9,5,12,13,8,15,1,13,8,1,1,6,3,13,13,5,4,1,9,9,2,6,11,2,4,3,7,2000288921,5,174 cm
-,,Mama Baldé,"M (R), AM (RL), ST (C)",GNB,27,OL,Unknown,Unknown,€2.4M - €7.2M,"€24,500 p/m",-,-,-,Fairly Loyal,Level-headed,Striker,30/6/2025,Weak,Very Strong,-,-,1,16,2,14,14,12,12,12,3,11,10,9,10,14,11,12,12,13,3,11,12,2,7,11,7,12,16,13,8,2,14,13,7,11,12,2,3,11,13,55070279,7,176 cm
-,Yth,Axel Perez,AM (C),USA,16,OL,Unknown,Unknown,€350K - €1.1M,€300 p/m,-,-,-,Fairly Determined,Media-friendly,Young attacking midfielder,30/6/2026,Weak,Very Strong,-,-,2,13,3,12,11,10,8,5,1,4,6,5,14,15,8,10,10,11,2,6,4,2,10,11,4,10,11,14,8,2,8,1,6,8,12,1,4,14,12,2000288929,7,165 cm
-,Trn,Duje Ćaleta-Car,D (C),CRO,26,OL,Unknown,Unknown,€1.8M - €5.4M,"€152,000 p/m",-,-,-,Fairly Determined,Media-friendly,Powerful centre-back,30/6/2026,Reasonable,Very Strong,-,-,2,11,2,14,10,15,15,15,1,12,12,5,13,15,8,7,13,10,1,14,15,1,13,10,14,8,11,13,14,1,14,16,14,14,9,3,1,12,14,24039427,5,192 cm
-,,Steeve Kango,D (RC),FRA,16,OL,Unknown,Unknown,€425K - €1.3M,"€2,800 p/m",-,-,-,Balanced,Media-friendly,Promising centre-back,30/6/2024,Weak,Very Strong,-,-,2,11,1,7,9,7,10,10,3,7,7,12,12,4,6,2,10,5,2,15,7,1,5,8,14,5,8,10,12,2,8,8,15,8,9,2,3,9,10,2000288934,6,176 cm
-,,Corentin Tolisso,"DM, M/AM (C)",FRA,28,OL,Unknown,Unknown,€3M - €9M,"€399,000 p/m",-,-,-,Resolute,Level-headed,Defensive midfielder,30/6/2027,Fairly Strong,Very Strong,-,-,2,11,1,14,10,14,12,13,2,13,13,12,13,16,10,14,13,12,1,15,13,2,14,16,12,9,11,14,13,2,10,12,12,15,14,1,3,14,11,29114971,12,181 cm
-,Yth,Enzo Molebe,"AM (L), ST (C)",FRA,16,OL,Unknown,Unknown,€1.7M - €5.2M,€300 p/m,-,-,-,Balanced,Level-headed,Promising striker,30/6/2026,Weak,Very Strong,-,-,3,13,3,8,13,12,13,8,3,6,6,8,5,4,13,11,13,15,3,8,8,3,3,8,4,8,13,13,5,2,7,3,2,7,11,1,2,6,11,2000288922,5,178 cm
-,Yth,Lenny Djouad,M/AM (C),FRA,17,OL,Unknown,Unknown,€130K - €375K,€400 p/m,-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2025,Weak,Very Strong,-,-,1,13,4,11,10,7,8,7,2,6,8,6,14,5,9,10,14,13,1,7,6,1,1,9,7,5,10,14,4,3,9,5,9,8,14,1,1,14,9,2000288920,3,173 cm
-,,Paul Guivier,M/AM (C),FRA,17,OL,Unknown,Unknown,€35K - €110K,"€2,800 p/m",-,-,-,Fairly Determined,Media-friendly,Young attacking midfielder,30/6/2024,Very Strong,Weak,-,-,1,14,1,14,10,8,8,4,2,8,4,4,14,15,8,9,9,12,1,5,6,1,9,8,7,9,11,11,9,2,9,6,9,8,7,1,2,14,9,2000288924,7,182 cm
-,Yth,Kalil Rekaoui,AM (C),FRA,17,OL,Unknown,Unknown,€150K - €450K,€400 p/m,-,-,-,Balanced,Media-friendly,Young attacking midfielder,30/6/2025,Weak,Very Strong,-,-,2,14,3,15,10,6,4,7,2,8,8,6,14,11,6,10,12,12,2,7,3,2,1,10,5,6,11,8,8,2,10,1,9,8,13,2,2,14,13,2000288926,7,164 cm
-,,Anthony Lopes,GK,POR,32,OL,Unknown,Unknown,Not for Sale,"€299,000 p/m",-,-,-,Perfectionist,Level-headed,Experienced goalkeeper,30/6/2025,Very Strong,Weak,-,-,15,13,11,14,16,14,14,18,14,12,11,1,10,15,3,1,10,9,12,6,13,10,17,3,2,5,13,8,13,16,15,14,1,10,10,13,15,8,10,85003956,3,184 cm
-,Yth,Imdad Charifou,"D (C), DM",FRA,16,OL,Unknown,Unknown,€800K - €2.4M,€300 p/m,-,-,-,Balanced,Media-friendly,Promising centre-back,30/6/2026,Weak,Very Strong,-,-,2,13,2,9,13,12,8,9,3,5,5,5,10,3,4,7,8,5,2,14,11,4,5,8,14,4,9,9,14,3,7,7,11,7,4,2,3,6,8,2000217386,7,183 cm
-,Wnt,Tino Kadewere,"AM (RC), ST (C)",ZIM,27,OL,Unknown,Unknown,€750K - €2.3M,"€99,500 p/m",-,-,-,Balanced,Media-friendly,Striker,30/6/2024,Weak,Very Strong,-,-,2,15,3,9,13,12,12,12,2,11,12,11,11,12,12,12,13,14,2,13,12,3,8,10,7,14,15,12,8,1,14,13,5,12,13,3,3,12,12,93070869,8,183 cm
-,,Rémy Riou,GK,FRA,35,OL,Unknown,Unknown,€30K - €95K,"€17,000 p/m",-,-,-,Fairly Professional,Level-headed,Veteran goalkeeper,30/6/2024,Weak,Very Strong,-,-,12,10,12,8,10,12,15,14,10,13,12,3,13,12,1,2,9,6,12,1,13,11,16,10,3,2,10,9,11,12,10,14,1,10,9,13,11,8,10,8435072,3,191 cm
-,,Skelly Alvero,"DM, M (C)",FRA,21,OL,Unknown,Unknown,€2M - €6M,"€42,500 p/m",-,-,-,Balanced,Level-headed,Midfielder,30/6/2028,Weak,Very Strong,-,-,3,10,1,13,10,13,13,14,1,12,12,7,12,12,11,8,12,10,3,15,20,3,7,10,12,11,10,12,13,3,12,17,13,12,13,2,1,11,13,49054583,7,202 cm
-,Yth,Thimotée Dutot,D/WB (L),FRA,15,OL,Unknown,Unknown,€450K - €1.4M,€300 p/m,-,-,-,Balanced,Media-friendly,Promising full-back,30/6/2027,Very Strong,Weak,-,-,2,12,2,7,15,10,9,10,1,6,5,13,9,13,6,4,6,7,2,7,5,3,10,2,8,6,13,10,7,2,10,6,14,9,10,3,2,4,7,2000303764,7,176 cm
-,Yth,Manny Allegret,"DM, M (C)",FRA,16,OL,Unknown,Unknown,€300K - €950K,€300 p/m,-,-,-,Fairly Loyal,Media-friendly,Young midfielder,30/6/2026,Weak,Very Strong,-,-,2,13,3,10,13,8,7,8,1,5,5,4,11,4,2,7,13,6,3,5,7,3,1,8,8,8,13,12,6,3,11,5,13,7,10,1,1,11,11,2000288927,6,171 cm
-,,Ainsley Maitland-Niles,"D/WB (RL), DM, M (C)",ENG,25,OL,Unknown,Unknown,€1.3M - €4M,"€51,000 p/m",-,-,-,Balanced,Level-headed,Attacking full back,30/6/2027,Reasonable,Very Strong,-,-,1,14,2,10,15,11,14,10,1,10,12,11,11,10,13,7,12,12,3,6,8,3,7,10,10,14,14,13,10,1,13,10,11,13,12,3,2,11,8,28095584,10,180 cm
-,Yth,Baptiste Monveneur,DM,FRA,16,OL,Unknown,Unknown,€200K - €600K,€300 p/m,-,-,-,Fairly Determined,Media-friendly,Young midfielder,30/6/2026,Weak,Very Strong,-,-,2,11,1,7,13,7,5,8,2,4,8,7,13,15,8,7,10,5,4,7,7,2,11,8,10,6,13,12,10,1,11,8,14,8,7,1,1,7,12,2000288932,6,171 cm
-,Yth,Oliver Mvouama,M/AM (C),FRA,16,OL,Unknown,Unknown,€750K - €2.2M,€300 p/m,-,-,-,Fairly Determined,Media-friendly,Promising midfielder,30/6/2026,Very Strong,Weak,-,-,1,13,2,14,15,5,9,8,2,9,10,8,11,15,9,10,15,8,2,8,6,3,1,10,7,7,14,13,10,3,7,7,10,9,10,3,2,10,10,2000185928,8,171 cm
-,,Iliman N'Diaye,"AM (RLC), ST (C)",SEN,23,OM,Unknown,Unknown,€13.5M - €41M,"€130,000 p/m",-,-,-,Fairly Determined,Level-headed,Forward,30/6/2028,Fairly Strong,Very Strong,-,-,3,14,3,6,16,11,13,11,1,13,13,11,14,15,15,14,14,16,2,12,8,2,9,12,5,14,13,12,8,1,12,12,7,12,14,3,1,13,13,89063107,8,175 cm
-,,Samuel Gigot,D (C),FRA,29,OM,Unknown,Unknown,€7.8M - €24M,"€188,000 p/m",-,-,-,Spirited,"Evasive, Reserved",Powerful centre-back,30/6/2025,Reasonable,Very Strong,-,-,1,12,1,12,13,14,13,15,3,12,13,10,11,16,11,9,12,14,3,15,15,2,15,13,16,10,13,14,14,3,12,15,14,14,12,1,1,11,12,48031358,6,187 cm
-,,Enzo Sternal,ST (C),FRA,16,OM,Unknown,Unknown,€1.1M - €3.3M,"€2,800 p/m",-,-,-,Fairly Determined,Level-headed,Promising striker,30/6/2026,Reasonable,Very Strong,-,-,2,11,1,12,12,10,10,10,1,11,11,7,10,15,12,11,11,15,3,8,8,1,5,10,5,10,13,10,10,1,8,8,5,12,11,3,2,11,12,2000287837,5,177 cm
-,Loa,Pedro Ruiz,ST (C),ESP,23,OM,Unknown,Unknown,€250K - €750K,"€9,000 p/m",-,-,-,Balanced,Media-friendly,Striker,30/6/2024,Fairly Strong,Very Strong,-,-,1,10,1,9,9,8,14,10,2,10,11,7,9,12,8,13,12,8,3,15,18,3,9,10,5,10,10,7,4,1,14,16,8,13,9,1,3,7,12,67256520,2,197 cm
-,Yth,Kyle-Warreeck Magaud,"AM (RL), ST (C)",FRA,16,OM,Unknown,Unknown,€375K - €1.1M,€300 p/m,-,-,-,Fairly Determined,Media-friendly,Young winger,30/6/2026,Reasonable,Very Strong,-,-,1,14,4,7,12,5,8,8,3,6,6,9,8,15,14,6,11,13,3,7,4,1,4,8,6,13,13,13,5,3,7,2,8,8,11,3,3,7,9,2000305679,7,168 cm
-,Yth,Kelyann Bezahaf,D/WB (R),FRA,17,OM,Unknown,Unknown,€220K - €650K,€400 p/m,-,-,-,Balanced,Media-friendly,Young full-back,30/6/2025,Weak,Very Strong,-,-,3,12,2,13,15,6,10,10,3,8,8,14,8,12,9,5,11,6,2,10,5,3,10,3,6,8,16,11,10,1,9,3,10,10,9,1,2,10,10,2000292782,8,162 cm
-,,Rubén Blanco,GK,ESP,27,OM,Unknown,Unknown,€4.9M - €14.5M,"€107,000 p/m",-,-,-,Balanced,Media-friendly,Goalkeeper,30/6/2026,Fairly Strong,Very Strong,-,-,14,13,13,9,15,13,11,12,10,11,15,2,12,7,3,3,11,7,14,3,14,12,8,2,2,2,11,13,15,16,13,11,3,13,7,11,14,7,11,67156610,3,189 cm
-,,Bilal Nadir,"M (RC), AM (C)",FRA,19,OM,Unknown,Unknown,€40K - €120K,"€2,800 p/m",-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2024,Reasonable,Very Strong,-,-,2,7,1,6,12,6,9,3,3,6,8,9,15,13,7,10,10,15,2,7,7,3,8,9,6,15,11,11,10,1,8,7,8,14,14,3,2,11,10,2000011617,8,172 cm
-,,Renan Lodi,D/WB/M (L),BRA,25,OM,Unknown,Unknown,€7M - €21M,"€333,000 p/m",-,-,-,Balanced,Level-headed,Full-back,30/6/2028,Very Strong,Weak,-,-,2,15,1,15,15,14,11,10,4,12,12,15,13,12,15,12,13,11,3,11,8,1,11,13,12,14,14,15,12,2,14,11,12,12,14,1,2,12,12,19259027,12,178 cm
-,Yth,Laôni Benson,M/AM (L),FRA,16,OM,Unknown,Unknown,€100K - €325K,€300 p/m,-,-,-,Balanced,Media-friendly,Young winger,30/6/2026,Very Strong,Fairly Strong,-,-,1,13,4,7,10,4,6,4,3,6,7,8,13,8,13,7,13,13,1,5,9,2,11,6,1,10,13,5,4,1,7,3,3,6,13,2,2,5,11,2000305751,5,181 cm
-,,Pau López,GK,ESP,28,OM,Unknown,Unknown,€7.4M - €22M,"€324,000 p/m",-,-,-,Fairly Professional,Reserved,Goalkeeper,30/6/2026,Very Strong,Reasonable,-,-,15,13,10,6,15,13,13,15,10,15,13,2,13,10,2,2,11,5,15,8,13,14,8,3,3,5,13,14,15,16,12,12,3,14,10,14,14,8,12,67178152,2,189 cm
-,Yth,Lilyan Andres,"DM, M (C)",FRA,17,OM,Unknown,Unknown,€75K - €220K,€400 p/m,-,-,-,Balanced,Level-headed,Young midfielder,30/6/2025,Reasonable,Very Strong,-,-,3,12,4,9,10,11,4,7,1,7,3,4,13,8,4,7,10,5,2,6,9,2,1,6,9,5,10,12,7,2,13,5,13,7,8,3,3,14,12,2000292789,6,186 cm
-,Yth,Lucas Monnet Dupon,D (C),FRA,17,OM,Unknown,Unknown,€60K - €180K,€400 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2025,Fairly Strong,Very Strong,-,-,3,13,4,9,13,8,6,8,3,5,4,3,12,7,5,2,6,5,3,10,9,2,3,3,13,3,13,6,10,2,6,6,11,5,3,3,1,3,3,2000292786,3,178 cm
-,,Ismaïla Sarr,"AM (RL), ST (C)",SEN,25,OM,Unknown,Unknown,€11M - €33M,"€321,000 p/m",-,-,-,Balanced,Level-headed,Winger,30/6/2028,Weak,Very Strong,-,-,2,14,1,11,13,11,14,11,4,11,11,11,11,12,13,13,12,14,2,8,11,1,6,13,6,14,18,12,7,3,14,12,7,10,12,3,1,11,12,48042766,10,185 cm
-,Yth,Paolo Trigano,D (LC),ITA,17,OM,Unknown,Unknown,€375K - €1.1M,€400 p/m,-,-,-,Balanced,Level-headed,Young full-back,30/6/2025,Very Strong,Fairly Strong,-,-,3,13,3,9,9,6,3,9,2,8,7,12,14,4,7,7,7,5,4,10,16,3,9,6,8,6,8,8,11,2,7,7,12,8,8,2,1,5,8,2000292787,6,191 cm
-,Yth,Hilan Hamzaoui Slimani,"D (C), DM",FRA,17,OM,Unknown,Unknown,€65K - €190K,€400 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2025,Reasonable,Very Strong,-,-,2,7,2,10,8,13,8,9,1,5,4,6,13,9,2,4,9,5,2,14,8,2,9,8,8,5,7,9,14,2,8,9,14,7,5,2,2,7,9,2000212921,7,180 cm
-,Yth,Mikael Abouhanifa,M (R),FRA,17,OM,Unknown,Unknown,€75K - €230K,€400 p/m,-,-,-,Balanced,Media-friendly,Young winger,30/6/2025,Strong,Very Strong,-,-,3,13,2,10,10,4,6,7,3,6,5,11,9,2,10,6,13,6,3,3,10,4,1,3,5,6,13,7,4,1,4,5,6,5,13,3,1,6,9,2000292788,7,179 cm
-,,Azzedine Ounahi,"DM, M (C)",MAR,23,OM,Unknown,Unknown,€5.4M - €16M,"€63,500 p/m",-,-,-,Balanced,Media-friendly,Midfielder,30/6/2027,Reasonable,Very Strong,-,-,3,13,2,10,15,12,11,13,4,11,13,10,11,12,14,7,14,14,1,11,11,2,8,8,12,12,13,15,12,2,15,12,11,12,14,3,1,15,13,49052370,7,182 cm
-,Yth,Rayan Hassad,M/AM (R),FRA,17,OM,Unknown,Unknown,€100K - €300K,€400 p/m,-,-,-,Balanced,Media-friendly,Young winger,30/6/2025,Weak,Very Strong,-,-,3,13,3,5,13,4,7,1,2,7,5,12,12,8,12,11,8,11,4,2,6,2,1,4,3,12,13,5,5,1,13,4,6,7,11,1,2,4,12,2000212929,7,182 cm
-,Yth,Alexandre Tunkadi,AM (C),FRA,17,OM,Unknown,Unknown,€275K - €800K,€400 p/m,-,-,-,Balanced,Media-friendly,Young attacking midfielder,30/6/2025,Reasonable,Very Strong,-,-,3,10,1,8,14,7,8,3,3,6,5,6,12,12,14,10,14,12,2,8,7,1,4,6,7,5,11,8,6,2,12,6,4,8,13,3,1,10,9,2000210610,4,173 cm
-,Yth,Rayan Ouro Bang Na,D (C),FRA,16,OM,Unknown,Unknown,€12K - €35K,€300 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2026,Reasonable,Very Strong,-,-,3,10,1,10,11,8,6,8,3,5,1,1,13,8,1,2,5,5,2,13,10,2,2,1,13,5,10,4,13,1,5,6,9,5,1,2,3,4,6,2000305702,4,173 cm
-,Yth,Max Corbon,"DM, M (C)",FRA,16,OM,Unknown,Unknown,€130K - €375K,€300 p/m,-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2026,Reasonable,Very Strong,-,-,3,7,2,8,11,5,4,7,1,6,6,5,14,8,2,4,12,5,3,6,6,2,1,10,8,3,12,14,8,1,6,5,14,8,10,3,2,14,11,2000292791,3,175 cm
-,Yth,Ibrahim Gomis,GK,FRA,17,OM,Unknown,Unknown,€35K - €110K,€400 p/m,-,-,-,Balanced,Media-friendly,Young goalkeeper,30/6/2025,Reasonable,Very Strong,-,-,9,9,13,13,15,9,7,15,7,6,5,2,13,6,1,2,4,1,10,1,11,10,10,2,2,1,11,8,13,5,1,6,3,7,1,4,13,6,5,2000195271,2,187 cm
-,,Bamo Meïté,"D (C), DM",CIV,22,OM,Unknown,Unknown,€1.4M - €4.1M,"€25,000 p/m",-,-,-,Balanced,Level-headed,Centre-back,30/6/2026,Weak,Very Strong,-,-,3,12,1,14,12,12,12,14,3,13,12,7,15,13,6,7,13,5,1,13,11,1,14,11,12,10,13,15,12,1,13,13,13,11,12,2,4,8,13,2000018252,7,183 cm
-,,Amine Harit,"M (L), AM (RLC)",MAR,26,OM,Unknown,Unknown,€7.4M - €22M,"€416,000 p/m",-,-,-,Balanced,Outspoken,Attacking midfielder,30/6/2027,Reasonable,Very Strong,-,-,2,15,2,12,16,12,12,9,2,11,13,11,13,12,17,11,15,17,1,5,8,1,4,11,8,13,14,15,8,3,12,7,8,12,17,2,3,16,12,85137101,14,180 cm
-,Yth,Tadjidine Mmadi,"DM, M (C)",FRA,16,OM,Unknown,Unknown,€180K - €550K,€300 p/m,-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2026,Reasonable,Very Strong,-,-,1,12,1,8,10,8,2,3,3,5,7,6,10,13,2,7,14,5,1,5,16,3,11,8,9,4,10,14,6,3,8,7,14,8,11,1,1,9,12,2000305693,6,192 cm
-,Yth,Noa Perez,M (C),FRA,17,OM,Unknown,Unknown,€220K - €650K,€400 p/m,-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2025,Fairly Strong,Very Strong,-,-,1,11,3,12,8,4,7,3,2,7,8,6,13,12,2,7,10,5,2,6,7,2,3,8,6,8,10,13,8,1,8,6,8,7,13,2,2,11,12,2000210724,6,175 cm
-,Yth,Soiyir Ahamada,M/AM (R),FRA,16,OM,Unknown,Unknown,€110K - €350K,€300 p/m,-,-,-,Balanced,Media-friendly,Young winger,30/6/2026,Weak,Very Strong,-,-,3,14,1,12,9,3,7,7,3,2,7,12,14,3,8,11,14,12,4,6,12,2,10,7,5,13,13,11,1,1,8,4,7,7,13,2,2,6,8,2000305719,7,186 cm
-,Yth,Nassim Assoumani Hassani,D (C),FRA,17,OM,Unknown,Unknown,€40K - €120K,€400 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2025,Reasonable,Very Strong,-,-,4,13,3,10,13,8,7,9,1,7,6,1,12,10,3,4,7,7,1,11,10,3,3,4,13,4,13,7,12,2,4,7,12,6,5,2,4,6,7,2000292781,2,181 cm
-,Yth,Mathis-Tahiry Andrianaivo Mahefa,D/WB (L),MAD,15,OM,Unknown,Unknown,€400K - €1.2M,€300 p/m,-,-,-,Balanced,Media-friendly,Promising full-back,30/6/2027,Very Strong,Weak,-,-,3,15,1,15,10,6,9,10,2,7,9,13,11,8,5,4,14,6,1,9,12,2,6,3,9,7,13,10,7,3,8,7,14,5,10,2,1,9,4,2000305698,6,191 cm
-,,Joaquín Correa,"M (L), AM (LC), ST (C)",ARG,28,OM,Unknown,Unknown,€2.8M - €8.2M,"€540,000 p/m",-,-,-,Fairly Professional,Reserved,Striker,30/6/2025,Fairly Strong,Very Strong,-,-,2,16,3,7,15,13,10,8,2,8,13,11,11,12,16,12,16,17,2,11,12,2,7,13,4,13,17,14,5,1,12,10,5,12,17,3,2,13,7,14042683,13,188 cm
-,,Chancel Mbemba,D (RC),COD,28,OM,Unknown,Unknown,€12.5M - €38M,"€230,000 p/m",-,-,-,Resolute,"Media-friendly, Reserved",Centre-back,30/6/2025,Fairly Strong,Very Strong,-,-,3,15,3,11,13,14,16,15,1,13,11,9,13,15,11,6,12,10,1,15,13,2,13,10,15,11,15,14,12,1,15,14,14,15,12,2,3,11,15,18057323,4,182 cm
-,,Jonathan Clauss,D/WB/M (R),FRA,30,OM,Unknown,Unknown,€13.5M - €41M,"€236,000 p/m",-,-,-,Fairly Determined,Media-friendly,Attacking full back,30/6/2025,Weak,Very Strong,-,-,2,16,1,14,14,11,13,14,1,12,12,15,14,15,14,10,13,10,3,6,9,1,8,12,13,13,16,14,12,4,14,11,13,14,14,3,1,13,14,85045209,12,178 cm
-,Loa,Aboubaka Dosso,GK,FRA,17,OM,Unknown,Unknown,€60K - €180K,€400 p/m,-,-,-,Balanced,Media-friendly,Young goalkeeper,30/6/2025,Fairly Strong,Very Strong,-,-,10,9,12,13,9,6,6,14,8,12,6,1,12,12,1,3,1,2,6,1,7,12,9,3,3,3,9,7,10,12,3,5,2,6,1,5,10,5,5,2000293277,2,187 cm
-,,Pierre-Emerick Aubameyang,"AM (RL), ST (C)",GAB,34,OM,Unknown,Unknown,Not for Sale,"€758,000 p/m",-,-,-,Balanced,Level-headed,Veteran striker,30/6/2026,Reasonable,Very Strong,-,-,2,14,3,10,14,15,15,12,1,12,14,10,11,10,14,15,14,17,3,12,14,1,13,14,5,17,14,12,8,3,12,10,6,12,14,1,3,13,8,43017197,5,186 cm
-,,Mathis Clément,ST (C),FRA,17,OM,Unknown,Unknown,€200K - €600K,"€2,800 p/m",-,-,-,Fairly Determined,Media-friendly,Young striker,30/6/2024,Reasonable,Very Strong,-,-,3,11,2,15,13,15,9,9,1,7,7,5,7,17,10,10,15,8,1,10,9,1,6,9,5,5,14,9,8,2,11,5,6,14,10,3,2,9,14,2000214882,7,175 cm
-,,Geoffrey Kondogbia,"DM, M (C)",CTA,30,OM,Unknown,Unknown,€19.5M - €59M,"€540,000 p/m",-,-,-,Fairly Professional,Level-headed,Defensive midfielder,30/6/2027,Very Strong,Weak,-,-,2,14,1,16,14,14,16,16,3,11,12,11,13,13,15,12,15,14,2,14,14,3,14,16,12,13,14,15,15,4,16,16,15,14,16,1,3,13,15,85033422,8,188 cm
-,,Leonardo Balerdi,D (C),ARG,24,OM,Unknown,Unknown,€4.8M - €14.5M,"€125,000 p/m",-,-,-,Spirited,Media-friendly,Centre-back,30/6/2026,Fairly Strong,Very Strong,-,-,3,12,3,13,12,14,12,12,4,13,15,6,14,14,7,6,13,6,2,14,15,3,9,7,14,6,12,13,15,1,12,13,14,14,12,1,2,9,12,14196664,4,187 cm
-,Yth,Anis Doubal,D/WB (L),FRA,16,OM,Unknown,Unknown,€275K - €800K,€300 p/m,-,-,-,Balanced,Level-headed,Young full-back,30/6/2026,Very Strong,Weak,-,-,3,14,2,13,13,7,8,9,2,7,6,12,12,9,7,6,9,6,1,6,14,4,10,6,6,7,14,9,10,1,8,5,11,8,8,3,1,6,8,2000292785,5,184 cm
-,Una,Pape Gueye,"DM, M (C)",SEN,24,OM,Unknown,Unknown,€450K - €1.4M,"€120,000 p/m",-,-,-,Fairly Ambitious,Media-friendly,Defensive midfielder,30/6/2024,Very Strong,Reasonable,-,-,3,14,1,12,11,13,14,11,2,8,7,8,12,13,11,6,13,13,1,10,10,2,12,14,12,13,14,14,14,3,14,14,14,15,13,1,3,12,14,48043484,11,183 cm
-,Yth,Lucas Daubenfeld,D (C),FRA,17,OM,Unknown,Unknown,€275K - €800K,€400 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2025,Reasonable,Very Strong,-,-,1,10,2,8,12,11,7,9,2,6,5,4,13,4,1,1,7,5,3,10,13,1,2,2,13,5,12,7,7,3,11,5,11,6,5,2,3,6,7,2000292784,5,188 cm
-,Yth,Pierre Sanchez,D (C),FRA,16,OM,Unknown,Unknown,€180K - €550K,€300 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2026,Reasonable,Very Strong,-,-,1,12,1,12,9,8,8,9,2,7,4,2,14,12,2,1,8,7,2,14,11,4,3,3,5,7,11,5,14,2,5,7,10,7,3,1,3,3,8,2000305713,5,186 cm
-,,Jordan Veretout,"DM, M (C)",FRA,30,OM,Unknown,Unknown,€14.5M - €44M,"€463,000 p/m",-,-,-,Fairly Ambitious,Level-headed,Midfielder,30/6/2025,Reasonable,Very Strong,-,-,3,12,2,12,14,14,16,11,1,11,15,15,14,12,12,13,13,11,3,8,9,3,6,14,10,16,14,16,9,1,16,12,11,15,14,1,1,14,15,85052016,15,177 cm
-,,Vitinha,ST (C),POR,23,OM,Unknown,Unknown,€28M - €83M,"€153,000 p/m",-,-,-,Perfectionist,Evasive,Striker,30/6/2027,Fairly Strong,Very Strong,-,-,2,14,3,17,12,16,14,18,2,14,12,10,12,18,13,15,12,12,3,13,12,3,7,13,6,14,15,11,7,2,17,13,8,15,12,3,2,11,16,83227945,6,183 cm
